sku,name,price,description,short_description,weight,categories,base_image,thumbnail_image,small_image,additional_images,additional_attributes,attribute_set_code,product_type,product_websites,product_online,tax_class_name,visibility,qty,is_in_stock,website_id
ae-000016,"Sandspoint tulip upholstered chair",379,"Our Sandspoint tulip armchair and tulip chair series are quality reproductions of the classic pedestal base seating design. True to the originals, they make an excellent choice for a dining, side, and accent chair in the modern home or office. This white tulip upholstered chair replica is true to the original proportions, crafted from a powder-coated cast aluminum tapered pedestal base with a molded fiberglass seat shell in a scratch and chip-resistant, light gloss lacquer finish. The padded cushion adds additional seating comfort and is offered in a selection of fabric options. Complete the look by pairing with our Sandlake tulip table collection, available in a wide range of dining table configurations. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","Our Sandspoint tulip armchair and tulip chair series are quality reproductions of the classic pedestal base seating design. True to the originals, they make an excellent choice for a dining, side, and accent chair in the modern home or office. This white tulip upholstered chair replica is true to the original proportions, crafted from a powder-coated cast aluminum tapered pedestal base with a molded fiberglass seat shell in a scratch and chip-resistant, light gloss lacquer finish. The padded cushion adds additional seating comfort and is offered in a selection of fabric options. Complete the look by pairing with our Sandlake tulip table collection, available in a wide range of dining table configurations. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",30,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",/c/h/ch6129u-large_3.jpg,/c/h/ch6129u-large_3.jpg,/c/h/ch6129u-large_3.jpg,"/c/h/ch6129u_1_.jpg,/c/h/ch6129u__3_.jpg,/c/b/cb-s-fic9010lgrey.jpg,/c/h/ch6129u-large_3.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=01A-CH6129U,njm_name=saarinen tulip upholstered chair,dimensions=<p>W20"" x D21.5"" x H32.5"" 
<br />Seat Height: 18.5""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
ae-000017,"Sandspoint tulip upholstered armchair",429,"Our Sandspoint tulip armchair and tulip chair series are quality reproductions of the classic pedestal base seating design. True to the originals, they make an excellent choice for a dining, side, and accent chair in the modern home or office. This white tulip upholstered armchair replica is true to the original proportions, crafted from a powder-coated cast aluminum tapered pedestal base with a molded fiberglass seat shell in a scratch and chip-resistant, light gloss lacquer finish. The padded cushion adds additional seating comfort and is offered in a selection of fabric options. Complete the look by pairing with our Sandlake tulip table collection, available in a wide range of dining table configurations. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","Our Sandspoint tulip armchair and tulip chair series are quality reproductions of the classic pedestal base seating design. True to the originals, they make an excellent choice for a dining, side, and accent chair in the modern home or office. This white tulip upholstered armchair replica is true to the original proportions, crafted from a powder-coated cast aluminum tapered pedestal base with a molded fiberglass seat shell in a scratch and chip-resistant, light gloss lacquer finish. The padded cushion adds additional seating comfort and is offered in a selection of fabric options. Complete the look by pairing with our Sandlake tulip table collection, available in a wide range of dining table configurations. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",35,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",/c/h/ch6130u-large2_3.jpg,/c/h/ch6130u-large2_3.jpg,/c/h/ch6130u-large2_3.jpg,"/1/0/1072_1.jpg,/0/3/03c-s-fic0110l-grey.jpg,/0/3/03c-s-fic0110l-grey2.jpg,/c/h/ch6130u-large2_3.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=01A-CH6130U ,njm_name=saarinen tulip upholstered armchair,dimensions=<p>W28"" x D23.5"" x H32.5""
<br />Seat Height: 18.5"" </p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
ae-000018,"DeWitt fiberglass shell chair - eiffel base",299,"A and D Modern's DeWitt collection features quality reproductions of the mid-century classic, shell chair design. Available in a wide range of colors, materials, and leg configurations, our DeWitt chairs provide practical seating options for both residential and commercial spaces - from the modern home's dining room or children's bedroom, to the office meeting or waiting room. This fiberglass DeWitt side dining chair with Eiffel base is true to the original specifications, and is available in a variety of shell seat colors. The polished stainless steel legs with Eiffel-style stainless steel bracing add additional stability to this chair, while the plastic feet runners protect flooring surfaces from scratching. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's DeWitt collection features quality reproductions of the mid-century classic, shell chair design. Available in a wide range of colors, materials, and leg configurations, our DeWitt chairs provide practical seating options for both residential and commercial spaces - from the modern home's dining room or children's bedroom, to the office meeting or waiting room. This fiberglass DeWitt side dining chair with Eiffel base is true to the original specifications, and is available in a variety of shell seat colors. The polished stainless steel legs with Eiffel-style stainless steel bracing add additional stability to this chair, while the plastic feet runners protect flooring surfaces from scratching. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",36,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",/c/h/ch6136-pic02_4.jpg,/c/h/ch6136-pic02_4.jpg,/c/h/ch6136-pic02_4.jpg,/c/h/ch6136-pic02_4.jpg,"quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=01A-CH6136,njm_name=eaze fiberglass shell chair - eiffel base,dimensions=<p>W18"" x D21"" x H30""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
ae-000019,"DeWitt fiberglass shell chair - dowel base",299,"A and D Modern's DeWitt collection features quality reproductions of the mid-century classic, shell chair design. Available in a wide range of colors, materials, and leg configurations, our DeWitt chairs provide practical seating options for both residential and commercial spaces - from the modern home's dining room or children's bedroom, to the office meeting or waiting room. This fiberglass DeWitt dining side chair with dowel base is true to the original specifications, and is available in a variety of shell seat colors and hardwood leg options. Eiffel-style stainless steel bracing adds additional stability to this chair, while the plastic feet runners protect flooring surfaces from scratching. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's DeWitt collection features quality reproductions of the mid-century classic, shell chair design. Available in a wide range of colors, materials, and leg configurations, our DeWitt chairs provide practical seating options for both residential and commercial spaces - from the modern home's dining room or children's bedroom, to the office meeting or waiting room. This fiberglass DeWitt dining side chair with dowel base is true to the original specifications, and is available in a variety of shell seat colors and hardwood leg options. Eiffel-style stainless steel bracing adds additional stability to this chair, while the plastic feet runners protect flooring surfaces from scratching. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",25,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",/d/s/dsw-fiberglass.jpg,/d/s/dsw-fiberglass.jpg,/d/s/dsw-fiberglass.jpg,"/e/a/eamesplastic4_1.jpg,/2/7/271.jpg,/d/s/dsw-fiberglass-1.jpg,/d/s/dsw-fiberglass-2.jpg,/d/s/dsw-fiberglass.jpg,/d/s/dsw-fiberglass-3.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=01A-CH6137,njm_name=eaze fiberglass shell chair - dowel base,dimensions=<p>W18"" x D20.5"" x H30""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
ae-000020,"Head chair - leather",1599,"This is a reproduction of the iconic mid-century Coconut chair design, in leather upholstery. Our Head chair features shallow sides and inviting curves and is constructed from a triangular molded plastic shell with a one-piece foam rubber cushion. It is available in black leather or several colors of wool fabric and has a chromed steel tripod leg base with feet glides to protect flooring surfaces. This relaxed seating chair makes an absolute focal point in any room.","This is a reproduction of the iconic mid-century Coconut chair design, in leather upholstery. Our Head chair features shallow sides and inviting curves and is constructed from a triangular molded plastic shell with a one-piece foam rubber cushion. It is available in black leather or several colors of wool fabric and has a chromed steel tripod leg base with feet glides to protect flooring surfaces. This relaxed seating chair makes an absolute focal point in any room.",75,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",/c/o/coconut-chair-01.jpg,/c/o/coconut-chair-01.jpg,/c/o/coconut-chair-01.jpg,"/1/6/161_5.jpg,/c/o/coconut-chair-03.jpg,/c/o/coconut-chair-02.jpg,/c/o/coconut-chair-01.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=01A-CH7143,njm_name=george nelson-style coconut chair - leather,dimensions=<p>41.5""w x 33""d x 33""h</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
ae-000021,"Depew wire chair",269,"Our Depew wire chair collection includes replicas of the classic wire DKR chair and are ideal options for every day use as a dining, side, waiting room, or accent chair in the modern home or office. True to the original, this chair is constructed with an Eiffel wire base and frame of polished stainless steel. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","Our Depew wire chair collection includes replicas of the classic wire DKR chair and are ideal options for every day use as a dining, side, waiting room, or accent chair in the modern home or office. True to the original, this chair is constructed with an Eiffel wire base and frame of polished stainless steel. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",27,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",/c/h/ch7171a-ss-pic1_6.jpg,/c/h/ch7171a-ss-pic1_6.jpg,/c/h/ch7171a-ss-pic1_6.jpg,"/c/h/ch7171a-ss-pic1.jpg,/c/h/ch7171a-ss-pic2.jpg,/c/h/ch7171a-ss-pic1_2.jpg,/c/h/ch7171a-ss-pic1_4.jpg,/c/h/ch7171a-ss-pic1_6.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=01A-CH7171A,njm_name=eaze wire DKR chair reproduction,dimensions=<p>19""w x 20""d x 32.25""h
<br /><em>This item is sourced from different vendors so actual sizes may vary. If you require exact dimensions, please call an associate to assist you.</em></p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
ae-000022,"Depew wire chair - black",379,"Our Depew wire chair collection includes replicas of the classic wire DKR chair and are ideal options for every day use as a dining, side, waiting room, or accent chair in the modern home or office. True to the original, this chair is constructed with a stainless steel Eiffel wire base and frame in a powder coated finish, and a leatherette seat cushion pad in black or white. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","Our Depew wire chair collection includes replicas of the classic wire DKR chair and are ideal options for every day use as a dining, side, waiting room, or accent chair in the modern home or office. True to the original, this chair is constructed with a stainless steel Eiffel wire base and frame in a powder coated finish, and a leatherette seat cushion pad in black or white. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",27,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",/c/h/ch7171b-pc-pic1.jpg,/c/h/ch7171b-pc-pic1.jpg,/c/h/ch7171b-pc-pic1.jpg,"/c/h/ch7171b-pc-pic1.jpg,/c/h/ch7171b-pc-leather-seat-1.jpg,/0/3/03c-s-dc106blkblk.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=01A-CH7171B ,njm_name=eaze wire DKR chair stainless,dimensions=<p>19""w x 20""d x 32.25""h
<br>18.5""
<br /><em>This item is sourced from different vendors so actual sizes may vary. If you require exact dimensions, please call an associate to assist you.</em></p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
ae-000023,"Bellmont wire dining chair - color",429,"Like the original mid-century designs, our Bellmont wire chair collection pieces are crafted with a contour mesh frame of sturdy welded steel. This replica side or dining chair features a durable black, yellow, or red powder coat finish that is scratch, stain, and chip resistant and has four plastic guides on the feet to prevent flooring surface damage. The padded seat cushion provides additional comfort and is available in a variety of leather or fabric color options. This modern classic works well in a variety of home or office applications, as both an accent piece or casual seating solution. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","Like the original mid-century designs, our Bellmont wire chair collection pieces are crafted with a contour mesh frame of sturdy welded steel. This replica side or dining chair features a durable black, yellow, or red powder coat finish that is scratch, stain, and chip resistant and has four plastic guides on the feet to prevent flooring surface damage. The padded seat cushion provides additional comfort and is available in a variety of leather or fabric color options. This modern classic works well in a variety of home or office applications, as both an accent piece or casual seating solution. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",25,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",/c/h/ch7177c-pic2-pc.red_4.jpg,/c/h/ch7177c-pic2-pc.red_4.jpg,/c/h/ch7177c-pic2-pc.red_4.jpg,"/1/9/192b.jpg,/1/9/192d.jpg,/1/9/192.jpg,/0/1/01a-ch7177b-yellow.jpg,/c/h/ch7177c-pic2-pc.red_4.jpg,/b/e/bertoia-replica-black-dining-chair.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=01A-CH7177B,njm_name=bertoia wire dining chair - color,dimensions=<p>20.75""w x 22.5""d x 29""h 
<br>Seat Height: 17""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
ae-000024,"DeWitt fiberglass shell armchair - dowel base",379,"A and D Modern's DeWitt collection features quality reproductions of the mid-century classic, shell chair design. Available in a wide range of colors, materials, and leg configurations, our DeWitt chairs provide practical seating options for both residential and commercial spaces - from the modern home's dining room or children's bedroom, to the office meeting or waiting room. This fiberglass DeWitt armchair with dowel base is true to the original specifications, and is available in a variety of shell seat colors and hardwood leg options. Eiffel-style stainless steel bracing adds additional stability to this armchair, while the plastic feet runners protect flooring surfaces from scratching. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's DeWitt collection features quality reproductions of the mid-century classic, shell chair design. Available in a wide range of colors, materials, and leg configurations, our DeWitt chairs provide practical seating options for both residential and commercial spaces - from the modern home's dining room or children's bedroom, to the office meeting or waiting room. This fiberglass DeWitt armchair with dowel base is true to the original specifications, and is available in a variety of shell seat colors and hardwood leg options. Eiffel-style stainless steel bracing adds additional stability to this armchair, while the plastic feet runners protect flooring surfaces from scratching. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",25,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",/2/7/278_3.jpg,/2/7/278_3.jpg,/2/7/278_3.jpg,"/e/a/eamesfiberdowel2_1.jpg,/2/7/278a.jpg,/0/3/03c-s-dc311vred.jpg,/0/1/01a-ae6609-black-wood.jpg,/0/3/03c-s-dc311vgr.jpg,/0/3/03c-s-dc311vbl.jpg,/2/7/278_3.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=01A-CH7191,njm_name=eaze fiberglass shell armchair - dowel base,dimensions=<p>H32"" x W24"" x D23.5""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
ae-000025,"Bellmont wire counter stool",249,"Like the original mid-century designs, our Bellmont wire chair collection pieces are crafted with a contour mesh frame of sturdy welded steel. This replica counter stool features a durable polished steel finish and has plastic guides on the feet to prevent flooring surface damage. The padded seat cushion provides additional comfort and is available in a variety of leather or fabric color options. This modern classic works well in a variety of home or office applications, as both an accent piece or casual seating solution. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","Like the original mid-century designs, our Bellmont wire chair collection pieces are crafted with a contour mesh frame of sturdy welded steel. This replica counter stool features a durable polished steel finish and has plastic guides on the feet to prevent flooring surface damage. The padded seat cushion provides additional comfort and is available in a variety of leather or fabric color options. This modern classic works well in a variety of home or office applications, as both an accent piece or casual seating solution. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",25,"Default Category/Modern Furniture,Default Category/Modern Furniture/Stools and Ottomans",/s/a/sa-lega-bar_angle01_1_1__3.jpg,/s/a/sa-lega-bar_angle01_1_1__3.jpg,/s/a/sa-lega-bar_angle01_1_1__3.jpg,"/s/a/sa-lega-bar_angle01_1_1__3.jpg,/b/e/bertoia-counter-stool-01.jpg,/b/e/bertoia-counter-stool-02.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=01A-CH7194B,njm_name=bertoia wire counter stool,dimensions=<p>20.75""w x 22.75""d x 38.75""h
<br>Seat Height: 26.5?
<br /><em>This item is sourced from different vendors so actual sizes may vary. If you require exact dimensions, please call an associate to assist you.</em></p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
ae-000026,"Bellmont wire counter stool - black",379,"Like the original mid-century designs, our Bellmont wire chair collection pieces are crafted with a contour mesh frame of sturdy welded steel. This replica counter stool features a durable black powder coat finish that is scratch, stain, and chip resistant and has four plastic guides on the feet to prevent flooring surface damage. The padded seat cushion provides additional comfort and is available in a variety of leather or fabric color options. This modern classic works well in a variety of home or office applications, as both an accent piece or casual seating solution. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","Like the original mid-century designs, our Bellmont wire chair collection pieces are crafted with a contour mesh frame of sturdy welded steel. This replica counter stool features a durable black powder coat finish that is scratch, stain, and chip resistant and has four plastic guides on the feet to prevent flooring surface damage. The padded seat cushion provides additional comfort and is available in a variety of leather or fabric color options. This modern classic works well in a variety of home or office applications, as both an accent piece or casual seating solution. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",25,"Default Category/Modern Furniture,Default Category/Modern Furniture/Stools and Ottomans",/b/e/bert_stool_blk_4.jpg,/b/e/bert_stool_blk_4.jpg,/b/e/bert_stool_blk_4.jpg,/b/e/bert_stool_blk_4.jpg,"quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=01A-CH7194B-b,njm_name=bertoia wire counter stool - black,dimensions=<p>20.75""w x 22.75""d x 38.75""h
<br>Seat Height: 26.5?
<br /><em>This item is sourced from different vendors so actual sizes may vary. If you require exact dimensions, please call an associate to assist you.</em></p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
ae-000027,"Leon lounge chair",769,"Our Leon seating collection features reproductions inspired by the classic Jens Risom designs. Constructed with a solid wood frame, our Leon dining chair has a seat and back of woven cotton webbing straps available in black or white and is a popular choice for any setting as an extremely comfortable lounge chair with its matching ottoman footrest.","Our Leon seating collection features reproductions inspired by the classic Jens Risom designs. Constructed with a solid wood frame, our Leon dining chair has a seat and back of woven cotton webbing straps available in black or white and is a popular choice for any setting as an extremely comfortable lounge chair with its matching ottoman footrest.",47,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Lounge Chair",/r/i/risomchairotto_4.jpg,/r/i/risomchairotto_4.jpg,/r/i/risomchairotto_4.jpg,"/0/1/01a-ch7195a-ash-1.jpg,/0/3/03c-s-feo5917blk_3.jpg,/0/3/03c-s-feo5917wht.jpg,/0/3/03c-s-feo5917wht-1.jpg,/0/3/03c-s-feo5917wht2.jpg,/d/s/dscf0116_1.jpg,/d/s/dscf0112_1.jpg,/r/i/risomchairotto_4.jpg,/c/h/ch7195d-black.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=01A-CH7195,njm_name=jens risom lounge chair,dimensions=<p>29.5"" H x 20"" W x 28"" D 
<br />Seat Height: 15.5""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
ae-000028,"Leon dining chair - strap back",379,"Our Leon seating collection features reproductions inspired by the classic Jens Risom designs. Constructed with a solid wood frame, our Leon dining chair has a seat and back of woven cotton webbing straps available in black or white and is a popular choice for both the modern dining room or as an accent side chair.","Our Leon seating collection features reproductions inspired by the classic Jens Risom designs. Constructed with a solid wood frame, our Leon dining chair has a seat and back of woven cotton webbing straps available in black or white and is a popular choice for both the modern dining room or as an accent side chair.",19,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",/1/6/16m-eei-653-whi_.jpg,/1/6/16m-eei-653-whi_.jpg,/1/6/16m-eei-653-whi_.jpg,"/r/i/risomstrap.jpg,/1/6/16m-eei-653-whi.jpg,/0/1/01a-ch7196-am-maple.jpg,/1/6/16m-eei-653-whi-1.jpg,/1/6/16m-eei-653-whi-2.jpg,/1/6/16m-eei-653-whi_.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=01A-CH7196,njm_name=jens risom dining chair - strap back,dimensions=<p>19.5""L x 17.5""W x 31""H
<br>Seat Height: 18""H</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
ae-000029,"Leon dining chair",299,"Our Leon seating collection features reproductions inspired by the classic Jens Risom designs. Constructed with a solid wood frame, our Leon dining chair has a seat of woven cotton webbing straps available in black or white and is a popular choice for both the modern dining room or as an accent side chair.","Our Leon seating collection features reproductions inspired by the classic Jens Risom designs. Constructed with a solid wood frame, our Leon dining chair has a seat of woven cotton webbing straps available in black or white and is a popular choice for both the modern dining room or as an accent side chair.",19,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",/c/h/ch7197-maple-pic2_4.jpg,/c/h/ch7197-maple-pic2_4.jpg,/c/h/ch7197-maple-pic2_4.jpg,"/c/h/ch7197-maple-pic3.jpg,/c/h/ch7197-maple-pic2_4.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=01A-CH7197,njm_name=jens risom dining chair,dimensions=<p>7.5""w x 19""d x 30.5""h</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
ae-000030,"Sanford dining chair",429,"Available with either a metal or wood leg base, our Sanford armchair and side dining chair collection includes quality reproductions of the classic mid-century executive chair design. These versatile chairs are suitable for either home or commercial use, everywhere from the dining room to meeting room spaces. Comparable to the original, our Sanford chair is constructed with a molded reinforced polyurethane shell that provides slight flex for extra comfort, and polished stainless steel legs. The seat is padded in dense foam cushion with matching full surround welt detail, and is upholstered in a range of fabric options. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","Available with either a metal or wood leg base, our Sanford armchair and side dining chair collection includes quality reproductions of the classic mid-century executive chair design. These versatile chairs are suitable for either home or commercial use, everywhere from the dining room to meeting room spaces. Comparable to the original, our Sanford chair is constructed with a molded reinforced polyurethane shell that provides slight flex for extra comfort, and polished stainless steel legs. The seat is padded in dense foam cushion with matching full surround welt detail, and is upholstered in a range of fabric options. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",30,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",/s/a/saarinen_dining-dsc_0264_3.jpg,/s/a/saarinen_dining-dsc_0264_3.jpg,/s/a/saarinen_dining-dsc_0264_3.jpg,"/s/a/saarinen-dining-dscn050.jpg,/s/a/saarinen-dining-dscn0498.jpg,/s/a/saarinen-dining-dscn0501.jpg,/s/a/saarinen-dining-dscn0775.jpg,/s/a/saarinen_dining-dsc_0264_3.jpg,/s/a/saarinen_executive_side_chair_02_copy.jpg,/s/a/saarinen_executive_side_chair_03.jpg,/s/a/saarinen_executive_side_chair_04.jpg,/s/a/saarinen_executive_side_chair_05.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=01A-CH7202,njm_name=saarinen dining chair,dimensions=<p>W22.5"" x D22"" x H32""
<br />Seat Height: 19.25""
<br /><em>This item is sourced from different vendors so actual sizes may vary. If you require exact dimensions, please call an associate to assist you.</em></p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
